pub_date	title	venue	excerpt	citation	url_slug	paper_url
2019-10-20	aerosol measurements with a shipborne photometer	Atmospheric Measurement Techniques	First evaluation of the shipborne sun-sky-lunar photometer over the ocean.	"Yin, Z., Ansmann, A., Baars, H., Seifert, P., Engelmann, R., Radenz, M., Jimenez, C., Herzog, A., Ohneiser, K., and Hanbuch, K.: Aerosol measurements with a shipborne Sun-sky-lunar photometer and collocated multiwavelength Raman polarization lidar over the Atlantic Ocean, Atmospheric Measurement Techniques, 12, 5685-5698, 2019."	aerosol_measurements_with_a_shipborne_photometer	https://www.atmos-meas-tech.net/12/5685/2019/amt-12-5685-2019.pdf
